1	friedrichshain district berlin germani creation freestand citi borough part east berlin adjac mitt prenzlauer berg kreuzberg lichtenberg friedrichshain name volkspark friedrichshain vast green park northern border prenzlauer berg nazi era borough call horst wessel stadt friedrichshain trendi district berlin experienc gentrif friedrichshain defin road place start clock wise west lichtenberg stra mollstra otto braun stra friedrichshain virchowstra margaret sommer stra danzig stra landsberg alle hausburgstra thaerstra eldena stra bahn trass kynaststra stralauer halbinsel spree larg work class district creat greater berlin establish referendum incorpor surround settlement friedrichshain unit frankfurt vorstadt part berlin villag boxhagen stralau mean frederick grove volkspark peopl park plan commemor centenari frederick great coron district settl rapid industri earli centuri led growth manufactur craft ow open railwai line berlin frankfurt oder termin site todai berlin ostbahnhof open
48	prostacyclin call prostaglandin pgi prostaglandin member eicosanoid famili lipid molecul inhibit platelet activ effect vasodil drug epoprostenol term interchang research team head professor john vane began explor role prostaglandin anaphylaxi respiratori diseas work team royal colleg surgeon sir john discov aspirin oral anti inflammatori drug work inhibit synthesi prostaglandin critic find open door broader understand role prostaglandin bodi sir john team wellcom foundat identifi lipid mediat call pg inhibit platelet aggreg pg prostacyclin time potent anti aggregatori agent john vane fellow research salvador moncada ryszard gryglewski stuart bunt publish paper prostacyclin scientif journal natur collabor produc synthes molecul epoprostenol nativ prostacyclin structur epoprostenol molecul prove unstabl solut prone rapid degrad present challeng vitro experi clinic applic overcom challeng research team discov prostacyclin determin continu research attempt build success prototyp molecul
49	pahonia transliter pahonia pa pogo vyti liter pursuer coat arm grand duchi lithuania belarusian democrat republ republ belaru pahonia declar cultur heritag belaru charg knight emerg state emblem region seal duke alexand michailovich pskov deputi gedimina lithuania pskov part grand duchi lithuania time time duke hlieb narimanta polacak pahonia seal fact illustr probabl pahonia state symbol lithuania gustyn chronicl duke vyteni lithuania began rule lithuania design coat arm seal lithuania arm knight ride hors symbol present time call pahonia quot chronicl pahonia birth symbol charg knight horseback pass gener algirda son grand duke jogaila rule grand duke vytauta rule centuri charg knight horseback sword begun featur herald shield jogaila seal seal vytauta earli centuri herald charg knight horseback coat arm grand duchi lithuania central part duchi vilniu centuri document refer polish term pogo charg knight ride left held lanc half centuri depict show ride left viewer sword rais hand
50	dedic refer
51	prosum person consum produc media deriv prosumpt dot era busi term mean product consum term coin american futurist alvin toffler wide technolog writer time  prosum trade term busi perspect high end electron devic digit camera mean price point profession consum devic blur role consum produc origin cooper movement sprang econom crise great depress marshal mcluhan barrington nevitt suggest book todai electr technolog consum produc book wave futurologist alvin toffler coin term prosum predict role produc consum begin blur merg book futur shock toffler envis highli satur marketplac mass product standard product began satisfi basic consum demand continu grow profit busi initi process mass custom mass product highli custom product reach high degre custom consum part product process design requir sens extens broaden kind relationship affluent client profession architect decad case architectur client primari end consum distinct touch magazin essai prosumpt architectur decentr architectur agenc
52	afro abbrevi fro natur hairstyl worn natur peopl lengthi kinki hair textur specif style fashion individu natur curli straight hair hairstyl creat comb hair scalp allow hair extend head larg round shape cloud ball peopl natur curli straight hair hairstyl typic creat cream gel solidifi liquid hold hair place popular african american commun late hairstyl shape maintain assist wide tooth comb colloqui afro pick afro deriv term afro american hairstyl refer natur shorter elabor version afro case hair left untreat relax straighten chemic allow express natur curl kinki hairstyl similar afro worn circassian beauti moss hair girl group women exhibit sideshow attract unit state barnum women claim circassian peopl northern caucasu region market white audienc captiv exot east pure exampl caucasian race sexual slave turkish harem argu portray caucasian woman rescu slave american civil war plai racial connot slaveri time distinct hairstyl affili side show white circassian african american ident
53	rassilon fiction charact british scienc fiction televis seri doctor backstori programm founder time lord societi planet gallifrei leader lord high presid origin televis seri end rassilon charact histori develop book media univers televis seri contradictori legend rassilon develop technolog time travel made peopl lord time distant past colleagu omega omega stellar engin presum kill supernova creat black hole ey harmoni rassilon har nucleu black hole provid energi power time travel rassilon control gallifrei date lord high presid successor take titl lord presid offici histori benevol ruler rule peopl wise account paint rassilon opportunist ambiti cruel dictat seiz power wake friend death suggest deliber respons readi drastic measur protect peopl destroi time rassilon contribut time lord cultur societi immens reverber honour time lord histori rassilon imprimatur symbiot nucleu time lord cell structur withstand molecular stress time travel grant link tardi time machin time lord artifact
54	fox fox new newscast virtual psip wfxt virtual channel uhf digit channel fox affili televis station locat boston massachusett unit state station own cox media group subsidiari cox enterpris wfxt maintain studio facil locat fox drive boston provid turnpik dedham transmitt locat cabot street needham wfxt boston televis station canada satellit provid bell tv cabl provid eastlink wfxt largest fox affili market size own oper network station sign air octob wxne tv stand christ england origin oper independ station found christian broadcast network station earli program format target famili audienc consist older syndic rerun decent amount religi program includ cbn produc program club program televangelist religi program ran hour dai week dai sundai station carri daili sundai mass boston cathol televis center secular program consist western older movi famili orient drama seri film short classic televis seri religi program reduc sundai midnight hour dai week year cbn ownership tim robertson
55	flai colloqui skin method slow pain execut skin remov bodi gener attempt made remov portion skin intact articl deal flai sens tortur execut human dead anim flai prepar human food hide fur commonli call skin flai human method tortur execut depend skin remov refer flai aliv record peopl flai death gener mean debas corps promin enemi crimin relat religi belief deni afterlif skin deterr magic scalp dermatologist ernst jung note typic death due flai shock critic loss blood bodi fluid hypothermia infect actual death estim occur hour dai flai hypothermia skin import maintain person bodi temperatur remov remov person natur insul ernst jung klein kulturgeschicht der haut small cultur histori skin essai outlin neo assyrian tradit flai human be time ashurnasirp ii bc practic displai commemor carv offici royal edict carv show actual flai process begin place bodi cru lower leg thigh buttock royal edict neo assyrian king gloat terribl fate impos captiv flai fate mete rebel leader jung exampl
56	zhdanov refer
57	wojeck canadian dramat televis seri air cbc televis arguabl success drama seri english canadian televis steve wojeck crusad big citi coron regularli fight moral injustic rais death investig tackl tough controversi issu episod seri examin role racism suicid young ojibw man jennif dale plai wojeck daughter tv movi show inspir career dr morton shulman highest rate show canadian televis time episod seri made vernon lure hollywood promis monei cbc offer return role tv movi wojeck fire season film black white season shot colour wojeck tv seri featur forens patholog investig crime central theme tv mysteri suspens drama begin quinci program includ  man world  street danc  episod star bruno gerussi cbc beachcomb construct worker crew forc work underground tunnel contract caisson diseas episod pick bob hope chrysler theater shown  wonder dai  art morrison  listen man speak  fair egypt  thy mother ladi love bright  rememb victim  dime harri doesn  pick time time  aboard candyland  swing low
58	bulgan refer  mongolia
59	fanavid brazilian glass manufactur base guarulho paulo brazil fanavid special type auto glass fanavid found mansur jose farhat paulo brazil import glass temper glass plant found villag guillermo curv lamin glass plain glass plant found plant open dutra open oper fanavid center plant guarulho
60	odetta holm decemb decemb odetta american singer actress guitarist songwrit civil human right activist refer voic civil right movement music repertoir consist larg american folk music blue jazz spiritu import figur american folk music reviv influenc kei figur folk reviv time includ bob dylan joan baez mavi stapl jani joplin time includ song hammer list time song state rosa park fan martin luther king jr call queen american folk music odetta born birmingham alabama grew lo angel attend belmont high school studi music lo angel citi colleg emploi domest worker operat train ag mother hope follow marian anderson odetta doubt larg black girl perform metropolitan opera profession experi music theater ensembl member year hollywood turnabout puppet theatr work alongsid elsa lanchest join nation tour compani music finian rainbow tour finian rainbow odetta fell enthusiast group young ballad san francisco concentr folksing made plai unit state blue angel nightclub york citi hungri san francisco
61	aamc refer
62	veryan coastal civil parish villag roseland peninsula cornwal unit kingdom villag cornwal loveliest inland villag mild tropic garden john betjeman round hous built vicar jeremiah trist earli centuri southern boundari parish english channel pendow steam west portholland east west parish gerran east st michael caerhai veryan bound parish philleigh ruan lanihorn tregoni north parish compris land water main form communicaton run north parish st maw join probu nearest railwai station truro st austel main settlement veryan churchtown veryan green portlo smaller hamlet trewartha treviskei carn camel veryan serv post offic public hous inn groceri store roseland store veryan origin mention domesdai book manor elerchi elerkei street name deriv elerch cornish swan origin corrupt symphorian severian saint veryan church west cornwal evid exist norman conquest church lord manor elerki monk montacut somerset ca lord john de montacut gave dean chapter exet ca held parish church st symphorian unusu
63	caledonian caledon caledonii kal ne caledonian confederaci group indigen peopl scotland iron ag roman era exonym ancient greek roman knew territori caledonia term vagu refer inhabit caledonian initi consid group briton distinguish pict caledonian enemi roman empir occupi forc administ great britain roman provinc britannia caledonian celtic tribe britain hillfort builder farmer defeat defeat roman occas roman fulli occupi caledonia attempt made inform caledonian base predomin roman sourc suggest bia peter salwai consid caledonian consist indigen pictish tribe augment fugit brython resist fighter flee britannia caledonian tribe histor caledonian confederaci name join conflict rome tribe northern central scotland time vacomagi taexali venicon record ptolemi roman reach accommod brython tribe votadini effect buffer state zimmer caledonia deriv tribal caledon cal done etymolog possess hard feet allud standfast endur proto celtic root kal hard foot similarli moffat suggest relat welsh word
64	thermotaxi behavior organ direct locomot gradient temperatur lab research determin slime mold small nematod meloidogyn incognita migrat amazingli shallow temperatur gradient cm low cm theoret analysi impress feat push limit set thermal nois natur environ temperatur gradient organ respond respons slime mold nematod complic thought move level soil recent research suggest mammalian sperm emploi thermotaxi move locat femal oviduct sperm guidanc
65	maeata confeder tribe live antonin wall roman britain histor sourc vagu exact region inhabit associ thought name hill fortif summit dumyat hill ochil overlook stirl remain fort hill gaelic mh ad believ deriv mean hill maeata promin hill fort mark northern boundari myot hill falkirk plausibl mark southern limit result treati struck roman empir frontier tribe ad governorship ulpiu marcellu ad began revolt roman empir year miathi mention adomn life columba identifi southern pict posit group ident seemingli surviv form late centuri ad
66	jibjab digit entertain studio base venic california found evan gregg spiridelli achiev widespread attent presidenti elect video georg bush john kerri sing land land viral hit compani creat produc distribut origin content main section websit ecard everydai fun sendabl funni video origin includ land time campaignin big box mart jibjab produc commerci short client soni noggin disnei presidenti elect jibjab creat flash movi entitl land featur georg bush john kerri sing parodi woodi guthri song land land anim instant success site list number alexa mover shaker list video popular view contin includ antarctica intern space station traffic surg forc jibjab server shut dai clip atomfilm million hit hour link thousand websit song featur time print media televis includ nbc nightli new fox new abc world new tonight juli creator appear tonight show jai leno decemb brother name peopl year peter jen richmond organ music publish own copyright guthri tune ludlow music unit threaten legal action jibjab
67	fyrisvellir fyri wold fyrisvallarna marshi plain vellir south gamla uppsala travel leav ship river fyri fyri walk templ uppsala hall swedish king relat deriv nors fyrva meant ebb refer partial inund soggi plain todai dry farmland modern town uppsala mediaev time royal estat call ri ng fyri meadow locat field small lake vre ret upper fyri nedr ret lower fyri remain marsh retain modern form fyri suffix definit articl lake name swedish field alongsid renam fyri river fyri centuri make connect river saga obviou scandinavian mytholog battl haki hugleik place wold haki jorund locat battl risvellir eric victori nephew styrbj rn strong stori hr lf kraki found text hr lf spread gold plain men flee swedish king adil king men dismount collect gold skaldic poetri gold refer ken seed fyri wold
68	barbodhan villag surat district western india north bank river tapti jurisdict olpad taluka local folklor barbodhan arab aden gatewai aden time muslim travel mecca pilgrimag pass villag seaport surat sourc suggest villag name portugues factor travel duart barbosa resid area recent villag barbodhan golden villag villag exist year tombston graveyard muslim buri hundr year ago sourc indian muslim settl brother surnam rawat nasirpoor bhatti place navsari barbodhani interest trade commerc travel foreign land undertak long sea voyag peopl left barbodhan earli centuri settl burma establish busi great entrepreneur number advisor burmes ruler emigr barbodhan island mauritiu respons introduc hydroelectr power involv trade busi concern muslim mayor mauritiu origin barbodhan migrat england immigr unit kingdom difficult number barbodhian left canada period consider number barbodhian undertook migrat countri burma england england canada mauritiu england fact barbodhan small villag peopl made
69	diaspora urdu afridi apridai plur afridi karlani pashtun tribe present pakistan substanti number afghanistan afridi domin pakistan feder administ tribal area inhabit mi km rough hilli area eastern spin ghar rang west peshawar cover khyber agenc fr peshawar fr kohat territori includ khyber pass maidan tirah afridi migrant found india state uttar pradesh bihar jammu kashmir afridi histor strateg locat inhabit belliger forc battl mughal dynasti armi mughal rule clash british expedit compris savag fight anglo afghan war independ pakistan afridi tribesmen help attack jammu kashmir pakistan indo pakistani war todai afridi make domin social posit fata area khyber pakhtunkhwa control transport busi includ trade arm munit good afridi pashtun part karlani tribal confederaci fought british afghanistan anglo afghan war british frequent classifi peopl conquer fix person racial trait regard pashtun afridi tribesmen warlik peopl martial race afridi clan cooper british forc exchang subsidi serv
70	maroa refer
71	shinhwa south korean member boi band debut march eric mun lee min woo kim dong wan shin hye sung jun jin andi lee longest run boi band histori pop south korea enjoi success alongsid sech ki fly sky turbo babi fin shinhwa korean word myth legend shinhwa form sm entertain move good entertain juli expir contract whilst good entertain shinhwa member pursu solo career individu compani group mentor korean boi band battl member group form shinhwa compani continu perform made comeback music industri march year hiatu band member serv individu mandatori militari servic releas tenth album return concert tour septemb shinhwa agenc shinhwa compani renam shincom entertain due trademark issu joon media sm entertain year long battl right shinhwa final won lawsuit joon media renam agenc shinhwa compani member scout shin hye sung attend venic high school stand audit lo angel california andi lee chosen join group candid time parent prohibit join young eric mun join long andi eric attend john burrough
72	marpl refer
73	marquand refer
74	marshallton refer
75	marshallvil place unit state
76	marshan refer
77	anabasi greek ana upward bainein step march expedit coastlin interior countri anabas anabasi refer  group  song
78	mart
79	lachemilla fock rydb zygalchemilla rydb sourc iti grin ref cite web alchemilla genu herbac perenni plant famili rosacea common ladi mantl appli gener specif alchemilla molli speci major nativ cool temper subarct region europ asia speci nativ mountain africa america speci alchemilla clump form mound perenni basal leav aris woodi rhizom speci leav lobe radiat common point divid leav typic fan shape small teeth tip long stalk grai green green leav cover soft hair show high degre water resist lotu effect green bright chartreus flower small petal cluster foliag late spring summer ref cite web
80	dipsomania histor term describ medic condit involv uncontrol crave alcohol centuri dipsomania varieti alcohol relat problem todai alcohol dipsomania occasion describ condit period compuls bout alcohol intak idea dipsomania import histor role promot diseas theori chronic drunken word greek dipso thirst mania mention icd altern descript alcohol depend syndrom episod term coin german physician hufeland prefac influenti book german russian doctor von br hl cramer translat br hl cramer term trunksucht dipsomania  br hl cramer classifi dipsomania term continu remitt intermitt period mix form book discuss etiolog pathogenesi sequela treatment option influenc prevail idea law chemistri concept excit due influenc br hl cramer pioneer work dipsomania popular medic circl centuri polit scientist mariana valverd describ dipsomania medic term describ habitu drunken centuri term inebrieti idea dipsomania part effort medic profession reform chang attitud habitu drunken crimin punish vice medic
81	lynchet bank earth build downslop field plough long period time disturb soil slip hillsid creat posit lynchet area reduc level neg lynchet refer strip lynchet featur ancient field system british isl passiv form long term action graviti weather loosen soil plough slope intention form prevent eros slippag plough slope word diminut form lynch rare appear english languag indic agricultur terrac
82	sportbladet swedish newspap sport swedish sport distribut aftonbladet color newspap variant pink refer babi pink braviken paper mill sweden produc paper famou columninst includ simon bank lar anrel lass sandlin
83	scnr refer
84	begriffsschrift german roughli concept script book logic gottlob frege publish formal system set book begriffsschrift translat concept write concept notat full titl book identifi formula languag model arithmet pure thought frege motiv develop formal approach logic resembl leibniz motiv calculu ratiocin foreword frege deni reach aim main aim construct ideal languag leibniz frege declar hard idealist imposs task frege emploi logic calculu research foundat mathemat carri quarter centuri calculu appear quantifi variabl essenti classic bival order logic ident bival sentenc formula denot true fals order includ relat variabl addit object variabl quantif modifi ident specifi languag includ ident function chapter frege defin condit  refer judgeabl content possibl  assert assert  assert negat  negat assert  negat negat  file kondicionaliski wb png signifi possibl obtain negat px mean possibl valid negat assert frege declar proposit axiom justifi argu inform intend mean express evid truth
85	chlorhexidin antibacteri antisept applic cation polybiguanid bisbiguanid primarili salt dihydrochlorid diacet diglucon world health organ list essenti medicin list import medic need basic health system chlorhexidin disinfect disinfect skin hand cosmet addit cream toothpast deodor antiperspir pharmaceut product preserv ey drop activ substanc wound dress antisept mouthwash endodont chlorhexidin root canal irrig intracan dress physiolog ph chlorhexidin salt dissoci releas posit charg chlorhexidin cation bactericid effect result bind cation molecul neg charg bacteri cell wall low concentr chlorhexidin result bacteriostat effect high concentr membran disrupt result cell death chlorhexidin activ gram posit gram neg organ facult anaerob aerob yeast effect gram posit bacteria concentr significantli higher concentr ml requir gram neg bacteria fungi chlorhexidin ineffect poliovirus adenovirus effect herp virus establish unequivoc chlorhexidin cation activ compound remain skin frequent combin
86	graveland polish black metal band form rob darken born robert fudali lyric graveland strongli vike metal inspir natur dark battl war pagan celtic belief heathen nors mytholog slavic mytholog darken start graveland solo project influenc band bathori emperor record demo necromanteion drunemeton work drummer maciej capricornu browski join band record glare burn church join grzegorz karcharoth jurgielewicz previous infernum record celtic winter releas ep german label colour record colour releas band album month band album carpathian wolv record radio pro fm studio opol apr releas etern devil record carpathian wolv band drew attent bigger metal label eventu sign austrian lethal record label releas thousand sword album record decemb tuba studio wroc aw dai etern winter frozen night full moon gate era lethal record releas show progress graveland sound raw black metal black metal folk vike metal influenc album consid band releas fan classic black metal scene reportedli make racist statement
87	ballinakil bail na coill small spars popul townland locat counti wicklow ireland situat gleneali rathdrum road close deputi pass
88	deliu surnam notabl peopl surnam includ fiction charact
89	betchadupa zealand pop rock group form auckland zealand band featur liam finn chri garland joe bramlei matt eccl betchadupa origin call lazi boi chang threaten legal action chair compani origin liam matt met whilst famili holidai zealand song written boi call gee sound good wrote uniqu lift text polish american shirt declar betchadupa polish dupa casual polish word ars band base london uk spend melbourn australia band hiatu liam undertaken solo career uncertain band reform betchadupa extens experi plai band queen stone ag foo fighter jane addict end year high plai alongsid pearl jam eddi vedder neil finn friend concert world collid auckland name top act prestigi nz music award toast south southwest music convent austin texa januari
90	premier premi debut public present plai film danc music composit ref cite web work premi re world premi time shown world present countri work origin countri speak languag receiv nation intern premi premi re work countri plai maid french dramatist jean genet receiv british premi happen world premi product french languag year stage time english english languag premi britain raymond bett attribut introduct film premier sid grauman ref cite book
91	epimedium barrenwort bishop hat fairi wing horni goat weed yin yang huo genu flower plant famili berberidacea major speci endem china smaller number asia mediterranean region epimedium speci decidu evergreen hardi perenni major part spider flower spring plant icariin weak pde inhibitor vitro clinic effect unknown speci epimedium herbac perenni grow underground rhizom growth habit variabl solitari stem tuft habit multipl stem grow close leav stem leav solitari produc base plant individu leav gener compound leaflet leaflet spini margin leav annual make plant decidu longer last plant evergreen infloresc open racem panicl number flower vari speci individu flower part four smaller outer sepal greenish shed flower open move inward larger petal sepal brightli colour insid sepal true petal small flat complex shape includ nectar produc spur longer sepal stamen common name genu bishop hat aris shape flower spur longer sepal genu carl linnaeu european speci alpinum deriv greek word plant
92	genu arceuthobium commonli call dwarf mistleto genu speci parasit plant parasit member pinacea cupressacea north america central america asia europ africa speci endem north america unit state reduc shoot leav reduc scale bulk plant live host bark recent number speci genu reduc result detail genet analysi dioeciou individu plant male femal fruit unusu build hydrostat pressur intern ripe shoot singl sticki seed speed rapid plant movement lodgepol pine dwarf mistleto arceuthobium americanum found explos dispers seed thermogenesi dwarf mistleto seed envelop hygroscop glue substanc call viscin fail land suitabl host shoot succe spread forest pest front spread dwarf mistleto forest stand greatest overstori understori due graviti advantag stand condit spread dwarf mistleto includ uneven ag stand structur sever infect host domin codomin crown class speci composit domin primari host tree densiti tree ha number speci europ asia includ smallest genu minutissimum live host pinu wallichiana
93	term incorpor word boyn includ
94	radicchio ra dikkjo leaf chicori cichorium intybu asteracea italian chicori perenni grown leaf veget white vein red leav bitter spici tast mellow grill roast plini elder claim radicchio blood purifi aid insomniac naturali historia fact radicchio intybin sed analges type flavonoid call anthocyanin make dye sensit solar cell modern cultiv plant began fifteenth centuri veneto friuli venezia giulia trentino region itali deep red radicchio todai engin belgian agronomist francesco van den borr techniqu call imbianchimento whiten preforc blanch creat dark red white vein leav radicchio plant ground water darken shed lack light ensu inhibit chlorophyl product plant lose green pigment varieti radicchio name italian region origin ubiquit varieti unit state radicchio di chioggia maroon round size grapefruit radicchio rosso di treviso resembl larg red belgian endiv varieti includ tardivo white color radicchio di castelfranco resembl flower winter month gorizia cicoria zuccherina triest biondissima
95	usufruct limit real rem found civil law mix jurisdict unit properti interest usu fructu usufruct grant severalti held common ownership long properti damag destroi civilian properti interest abusu liter abus alien thing possess consum destroi profit transfer sale exchang gift enjoi right full ownership usufructori properti system tradit ejido system mexico individu group acquir usufruct properti legal titl usufruct directli equat common law life estat usufruct grant term shorter holder lifetim cestui vie usufruct civil law subordin real iu aliena limit durat person lifetim holder usufruct usufructuari usu properti enjoi fruit fructu modern term fructu correspond profit make sell fruit liter figur sens land leas hous fruit refer renew commod properti includ actual fruit livestock rental payment deriv properti divid civil fructu civil industri fructu industrial natur fruit fructu natural roman law includ slave livestock roman law usufruct type person servitud servitut personarum benefici
96	qaratai ethnic group moksha kamsko ustyinski district tatarstan villag mordovski karatai speak varieti tatar languag complement moksha word consid qaratai dialect kazan tatar languag number live villag submerg kuybyshev reservoir settl unperespect villag mordovski karatai qaratai villag ancestor ural tribe live territori todai tatarstan assimil volga bolgar tatar centuri live tatar start speak tatar languag neighbour mordvin tetyushski district speak ural languag qaratai convert christian pre christian element preserv centuri qaratai local saint michail kill ubiyenni russian kill qaratai year ago hous regard sacr place
97	grabit freewar newsread window develop ilan sheme ilan sheme make grabit program introduc ssl support introduc version beta grabit program sole read download binari usenet newsgroup grabit yenc nzb support simultan connect grabit newsread includ search function search function search newsgroup sheme new servic benefici user want find binari articl downsid search user fix number search subscrib sheme new servic queri return list sheme servic necessarili user servic grabit beta beta ssl encrypt support
98	mangotsfield urban area unitari author south gloucestershir villag mention domesdai book manegodesfel manegodesfeld mangotsfield home mangotsfield unit cleve rodwai hill favourit spot dog walker start point pigeon race secondari school mangotsfield mangotsfield school specialist colleg engin scienc
99	psilocin ho dmt psilocin psilocyn psilotsin substitut tryptamin alkaloid serotonerg psychedel substanc present psychedel mushroom phosphoryl counterpart psilocybin psilocin schedul drug convent psychotrop substanc mind alter effect psilocin highli variabl subject resembl lsd dmt psilocin phosphoryl cousin psilocybin isol name swiss chemist albert hofmann hofmann obtain chemic laboratori grown specimen entheogen mushroom psilocyb mexicana hofmann succeed find synthet rout chemic psilocin obtain dephosphoryl natur psilocybin strongli acid alkalin condit hydrolysi synthet rout speeter anthoni tryptamin synthesi start hydroxyindol psilocin unstabl solut due phenol hydroxi group presenc oxygen readili form bluish dark black degrad product similar product form acid condit presenc oxygen fe ion keller reagent sulfur analog benzothienyl replac sh dmt methylpsilocin function ht receptor prefer agonist fluoro dimethyltryptamin acetylpsilocin aco dmt acetyl analog psilocin addition replac methyl
100	dhobi english washerman cast group primarili belong india pakistan tradit occup wash cloth word dhobi deriv hindi word dhona mean wash found north india gujarat maharashtra punjab provinc pakistan gazar dhobi region ethnic origin ancestor occup wash cloth evolv time distinct cast bound rule endogami dhobi follow custom tradit region live north india speak hindi maharashtra speak marathi dhobi rank highest schedul cast censu return dhobi repres cent schedul cast dhobi occup cast group oper door door collect dirti linen household dai return linen wash starch iron dhobi forerunn indian subcontin modern profession dry cleaner dhobi charg dry cleaner popular household dhobi mark uniqu symbol charact garment belong household mark black indel ink prevent wash dhobi wash cloth outsourc dhobi wash cloth middl level agriculturist depend farm karnataka muslim dhobi call agasa dhobi pakzad parit popul spread karnataka bagalkot belgaum bijapur dharwar haveri davanger gadag kumta sirsi ankola
